blog,post_file,title_matchers,title_cleaners,title_result,author_matchers,author_cleaners,author_result,date_matchers,date_cleaners,date_result,content_matchers,content_cleaners,content_result,labels_matchers,labels_cleaners,labels_result,comment-count_matchers,comment-count_cleaners,comment-count_result
/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/adirondackcitizen.wordpress.com,/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/adirondackcitizen.wordpress.com/2010/04/18/short-sighted-state-legislators-propose-cuts-in-orda-funding/index.html,0,False,None,,,None,1,True,'2010/04/18',0,False,None,0,True,None,,,None
/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/adirondackcitizen.wordpress.com,/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/adirondackcitizen.wordpress.com/2010/04/02/april-1st-redux/index.html,0,False,None,,,None,1,True,'2010/04/02',0,False,None,0,True,None,,,None
/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/adirondackcitizen.wordpress.com,/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/adirondackcitizen.wordpress.com/2010/04/16/adirondack-caucus-launch-attracts-a-crowd/index.html,0,False,None,,,None,1,True,'2010/04/16',0,False,None,0,True,None,,,None
/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/adirondackcitizen.wordpress.com,/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/adirondackcitizen.wordpress.com/2010/04/13/apa-april-meeting/index.html,0,False,None,,,None,1,True,'2010/04/13',0,False,None,0,True,None,,,None
/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/adirondackcitizen.wordpress.com,/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/adirondackcitizen.wordpress.com/2010/04/13/state-is-wrong-to-abandon-north-country-communities/index.html,0,False,None,,,None,1,True,'2010/04/13',0,False,None,0,True,None,,,None
/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/adirondackcitizen.wordpress.com,/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/adirondackcitizen.wordpress.com/2010/04/13/little-justified-in-opposing-hornbeck-nomination/index.html,0,False,None,,,None,1,True,'2010/04/13',0,False,None,0,True,None,,,None
/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bangladeshwatchdog1.wordpress.com,/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bangladeshwatchdog1.wordpress.com/2009/04/21/kawmi-madrasas-to-get-govt-recognition-assures-law-minister/index.html,0,False,None,,,None,1,True,'2009/04/21',0,False,None,0,True,None,,,None
/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bangladeshwatchdog1.wordpress.com,/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bangladeshwatchdog1.wordpress.com/2009/04/21/jmb-suspects-held-in-jamalpur/index.html,0,False,None,,,None,1,True,'2009/04/21',0,False,None,0,True,None,,,None
/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bangladeshwatchdog1.wordpress.com,/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bangladeshwatchdog1.wordpress.com/2009/04/20/the-banality-of-violence-in-bangladesh/index.html,0,False,None,,,None,1,True,'2009/04/20',0,False,None,0,True,None,,,None
/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bangladeshwatchdog1.wordpress.com,/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bangladeshwatchdog1.wordpress.com/2009/04/27/354/index.html,0,False,None,,,None,1,True,'2009/04/27',0,False,None,0,True,None,,,None
/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bangladeshwatchdog1.wordpress.com,/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bangladeshwatchdog1.wordpress.com/2009/04/27/islamic-ngos-shadow-government-in-bangladesh-2/index.html,0,False,None,,,None,1,True,'2009/04/27',0,False,None,0,True,None,,,None
/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bangladeshwatchdog1.wordpress.com,/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bangladeshwatchdog1.wordpress.com/2009/04/28/hasan-mahmud/index.html,0,False,None,,,None,1,True,'2009/04/28',0,False,None,0,True,None,,,None
/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bangladeshwatchdog1.wordpress.com,/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bangladeshwatchdog1.wordpress.com/2009/04/19/check-the-kindergarten-madrassas/index.html,0,False,None,,,None,1,True,'2009/04/19',0,False,None,0,True,None,,,None
/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bangladeshwatchdog1.wordpress.com,/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bangladeshwatchdog1.wordpress.com/2009/04/19/bdr-massacre-killers-fleeing-to-saudi-arabia/index.html,0,False,None,,,None,1,True,'2009/04/19',0,False,None,0,True,None,,,None
/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bangladeshwatchdog1.wordpress.com,/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bangladeshwatchdog1.wordpress.com/2009/04/19/unending-wave-of-extra-judicial-killing-by-bangladesh-elite-forces/index.html,0,False,None,,,None,1,True,'2009/04/19',0,False,None,0,True,None,,,None
/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bangladeshwatchdog1.wordpress.com,/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bangladeshwatchdog1.wordpress.com/2009/04/19/anatomy-of-sajib-wajed-joyÂ´s-article-titled-stemming-the-rise-of-islamic-extremism-in-bangladesh/index.html,0,False,None,,,None,1,True,'2009/04/19',0,False,None,0,True,None,,,None
/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bangladeshwatchdog1.wordpress.com,/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bangladeshwatchdog1.wordpress.com/2009/04/19/taliban-type-actions-in-bangladesh/index.html,0,False,None,,,None,1,True,'2009/04/19',0,False,None,0,True,None,,,None
/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bangladeshwatchdog1.wordpress.com,/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bangladeshwatchdog1.wordpress.com/2009/04/19/un-asked-to-return-bangladeshi-forces/index.html,0,False,None,,,None,1,True,'2009/04/19',0,False,None,0,True,None,,,None
/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bangladeshwatchdog1.wordpress.com,/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bangladeshwatchdog1.wordpress.com/2009/04/19/jamaats-politics-of-hatemongering-discrimination-and-violence/index.html,0,False,None,,,None,1,True,'2009/04/19',0,False,None,0,True,None,,,None
/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bangladeshwatchdog1.wordpress.com,/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bangladeshwatchdog1.wordpress.com/2009/04/19/state-of-minorities-in-bangladesh-from-secular-to-islamic-hegemony/index.html,0,False,None,,,None,1,True,'2009/04/19',0,False,None,0,True,None,,,None
/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bangladeshwatchdog1.wordpress.com,/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bangladeshwatchdog1.wordpress.com/2009/04/19/torture-of-saleem-samad/index.html,0,False,None,,,None,1,True,'2009/04/19',0,False,None,0,True,None,,,None
/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bangladeshwatchdog1.wordpress.com,/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bangladeshwatchdog1.wordpress.com/2009/04/19/one-more-extension-for-bangladesh-army-chief/index.html,0,False,None,,,None,1,True,'2009/04/19',0,False,None,0,True,None,,,None
/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bangladeshwatchdog1.wordpress.com,/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bangladeshwatchdog1.wordpress.com/2009/04/19/awami-league-and-hindu-persecution/index.html,0,False,None,,,None,1,True,'2009/04/19',0,False,None,0,True,None,,,None
/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bangladeshwatchdog1.wordpress.com,/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bangladeshwatchdog1.wordpress.com/2009/04/19/from-military-controlled-caretaker-government-to-military-backed-elected-government/index.html,0,False,None,,,None,1,True,'2009/04/19',0,False,None,0,True,None,,,None
/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bangladeshwatchdog1.wordpress.com,/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bangladeshwatchdog1.wordpress.com/2009/04/19/45/index.html,0,False,None,,,None,1,True,'2009/04/19',0,False,None,0,True,None,,,None
/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bangladeshwatchdog1.wordpress.com,/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bangladeshwatchdog1.wordpress.com/2009/04/19/bangladesh-stop-denying-killings-and-torture/index.html,0,False,None,,,None,1,True,'2009/04/19',0,False,None,0,True,None,,,None
/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bdcburmaitalian.wordpress.com,/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bdcburmaitalian.wordpress.com/2010/10/11/burma-myo-yan-naung-thein-on-juntas-sham-constitution/index.html,1,False,None,,,None,1,True,'2010/10/11',1,True,"'<div class=""entry"">\n\n\t\t\t\t\t<span class=""embed-youtube""/>\n<p>Myo Yan Naun",0,True,None,,,None
/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bdcburmaitalian.wordpress.com,/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bdcburmaitalian.wordpress.com/2010/10/08/demostration-in-front-of-burmese-embassy-to-boycott-2010-sham-election/index.html,1,False,None,,,None,1,True,'2010/10/08',1,True,"'<div class=""entry"">\n\n\t\t\t\t\t\n\t<p class=""noscript robots-nocontent"">This ",0,True,None,,,None
/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bdcburmaitalian.wordpress.com,/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bdcburmaitalian.wordpress.com/2010/10/07/burma-campaign-video/index.html,1,False,None,,,None,1,True,'2010/10/07',1,True,"'<div class=""entry"">\n\n\t\t\t\t\t<td align=""center"" valign=""top"">&#160;</td>\n<",0,True,None,,,None
/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bdcburmaitalian.wordpress.com,/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bdcburmaitalian.wordpress.com/2010/10/15/á%81¾á%80%80á%80­á%80³á%80¸á%80%94á%80®á%80%85á%80%94á%80%85á%80¹-á%80%9Fá%80°á%80%9Eá%80%8Aá%80¹/index.html,1,False,None,,,None,1,True,'2010/10/15',1,True,"'<div class=""entry"">\n\n\t\t\t\t\t<p>&#225;&#128;&#128;&#225;&#129;&#189;&#225;&",0,True,None,,,None
/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bdcburmaitalian.wordpress.com,/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bdcburmaitalian.wordpress.com/2010/10/15/everyone-united-against-juntas-planned-2010-sham-election/index.html,1,False,None,,,None,1,True,'2010/10/15',1,True,"'<div class=""entry"">\n\n\t\t\t\t\t<p>Burma Democratic Concern (BDC) is embarking",0,True,None,,,None
/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bdcburmaitalian.wordpress.com,/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bdcburmaitalian.wordpress.com/2010/10/15/mandalay-dam-water-leaves-2500-homeless-cuts-roads/index.html,1,False,None,,,None,1,True,'2010/10/15',1,True,"'<div class=""entry"">\n\n\t\t\t\t\t<p>\n\t\t</p><div id=""gallery-1"" class=""galler",0,True,None,,,None
/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bdcburmaitalian.wordpress.com,/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bdcburmaitalian.wordpress.com/2010/10/15/what-is-a-â%80%98free-and-fairâ%80%99-election-5/index.html,1,False,None,,,None,1,True,'2010/10/15',1,True,"'<div class=""entry"">\n\n\t\t\t\t\t<p><a href=""http://bdcburmaitalian.files.wordp",0,True,None,,,None
/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bdcburmaitalian.wordpress.com,/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bdcburmaitalian.wordpress.com/2010/10/15/á%80%9Eá%80°á%80%90á%80¯á%80­á%82%95á%80±á%80%90á%80¼-á%80%80á%80¯á%80­-á%80¡á%81¿á%80%99á%80%94á%80¹á%80%86á%80¯á%80¶á%80¸/index.html,1,False,None,,,None,1,True,'2010/10/15',1,True,"'<div class=""entry"">\n\n\t\t\t\t\t<p>&#225;&#128;&#153;&#225;&#128;&#173;&#225;&",0,True,None,,,None
/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bdcburmaitalian.wordpress.com,/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bdcburmaitalian.wordpress.com/2010/10/14/ethnic-leaders-join-nld-vote-boycott-roadshow/index.html,1,False,None,,,None,1,True,'2010/10/14',1,True,"'<div class=""entry"">\n\n\t\t\t\t\t<p>New Delhi (Mizzima) &#8211; Ethnic leaders ",0,True,None,,,None
/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bdcburmaitalian.wordpress.com,/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bdcburmaitalian.wordpress.com/2010/10/18/juntaâ%80%99s-elections-on-7-november-2010-is-to-justify-five-decades-of-military-rule/index.html,1,False,None,,,None,1,True,'2010/10/18',1,True,"'<div class=""entry"">\n\n\t\t\t\t\t<p>18 Oct 2010</p>\n<p>Burma Democratic Concer",0,True,None,,,None
/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bdcburmaitalian.wordpress.com,/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bdcburmaitalian.wordpress.com/2010/10/30/press-release-â%80%98binning-the-electionâ%80%99-stop-legitimising-military-rule-in-burma-boycott-2010-elections-in-burma/index.html,1,False,None,,,None,1,True,'2010/10/30',1,True,"'<div class=""entry"">\n\n\t\t\t\t\t<p>Date: Friday 29 October 2010<br/>\nVenue: U",0,True,None,,,None
/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bdcburmaitalian.wordpress.com,/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bdcburmaitalian.wordpress.com/2010/10/29/á%80%80á%80%9Bá%80%84á%80¹á%81¿á%80%84á%80­á%80%99á%80¹á%80¸á%80%81á%80ºá%80%99á%80¹á%80¸á%80±á%80%9Bá%80¸á%80¡á%80%96á%80¼á%80²/index.html,1,False,None,,,None,1,True,'2010/10/29',1,True,"'<div class=""entry"">\n\n\t\t\t\t\t<p>khitpyaing<br/>\n&#225;&#128;&#128;&#225;&#",0,True,None,,,None
/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bdcburmaitalian.wordpress.com,/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bdcburmaitalian.wordpress.com/2010/10/29/á%80¡á%80%94á%80¹á%80%92á%80®á%80¡á%80%80á%80¹á%80%96á%80¹á%81%8F-á%80%99á%80²á%80%86á%80¼á%80%9Aá%80¹á%80%86á%80­á%80¯á%80%84á%80¹/index.html,1,False,None,,,None,1,True,'2010/10/29',1,True,"'<div class=""entry"">\n\n\t\t\t\t\t<p>khitpyaing<br/>\n&#225;&#128;&#128;&#225;&#",0,True,None,,,None
/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bdcburmaitalian.wordpress.com,/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bdcburmaitalian.wordpress.com/2010/10/29/á%80%9Cá%80%99á%80¹á%80¸á%80%81á%80%84á%80¹á%80¸á%80%90á%80¬-á%82%80á%80%80á%80¶á%80·á%80%96á%80¼á%82%94á%80¶á%80%99á%80%9Fá%80¯á%80%90/index.html,1,False,None,,,None,1,True,'2010/10/29',1,True,"'<div class=""entry"">\n\n\t\t\t\t\t<p>khitpyaing<br/>\n&#225;&#128;&#155;&#225;&#",0,True,None,,,None
/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bdcburmaitalian.wordpress.com,/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bdcburmaitalian.wordpress.com/2010/10/03/sham-myanmar-elettorale/index.html,1,False,None,,,None,1,True,'2010/10/03',1,True,"'<div class=""entry"">\n\n\t\t\t\t\t<div id=""gt-res-c"">\n<div id=""gt-res-p"">\n<div",0,True,None,,,None
/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bdcburmaitalian.wordpress.com,/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bdcburmaitalian.wordpress.com/2010/10/26/ar-yone-oo-mar-shock-shi-tae-2/index.html,1,False,None,,,None,1,True,'2010/10/26',1,True,"'<div class=""entry"">\n\n\t\t\t\t\t<span class=""embed-youtube""/>\n<div class=""sha",0,True,None,,,None
/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bdcburmaitalian.wordpress.com,/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bdcburmaitalian.wordpress.com/2010/10/26/ar-yone-oo-mar-shock-shi-tae-5/index.html,1,False,None,,,None,1,True,'2010/10/26',1,True,"'<div class=""entry"">\n\n\t\t\t\t\t<span class=""embed-youtube""/>\n<div class=""sha",0,True,None,,,None
/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bdcburmaitalian.wordpress.com,/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bdcburmaitalian.wordpress.com/2010/10/26/ar-yone-oo-mar-shock-shi-tae-4/index.html,1,False,None,,,None,1,True,'2010/10/26',1,True,"'<div class=""entry"">\n\n\t\t\t\t\t<span class=""embed-youtube""/>\n<div class=""sha",0,True,None,,,None
/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bdcburmaitalian.wordpress.com,/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bdcburmaitalian.wordpress.com/2010/10/26/ar-yone-oo-mar-shock-shi-tae-6/index.html,1,False,None,,,None,1,True,'2010/10/26',1,True,"'<div class=""entry"">\n\n\t\t\t\t\t<span class=""embed-youtube""/>\n<div class=""sha",0,True,None,,,None
/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bdcburmaitalian.wordpress.com,/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bdcburmaitalian.wordpress.com/2010/10/26/ar-yone-oo-mar-shock-shi-tae-1/index.html,1,False,None,,,None,1,True,'2010/10/26',1,True,"'<div class=""entry"">\n\n\t\t\t\t\t<span class=""embed-youtube""/>\n<div class=""sha",0,True,None,,,None
/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bgarens.wordpress.com,/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bgarens.wordpress.com/2010/08/10/more-stupidity-from-the-right/index.html,0,False,None,,,None,1,True,'2010/08/10',0,False,None,0,True,None,,,None
/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bgarens.wordpress.com,/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bgarens.wordpress.com/2010/08/04/the-14th/index.html,0,False,None,,,None,1,True,'2010/08/04',0,False,None,0,True,None,,,None
/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bgarens.wordpress.com,/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bgarens.wordpress.com/2010/08/11/see-stupidity-does-run-in-families/index.html,0,False,None,,,None,1,True,'2010/08/11',0,False,None,0,True,None,,,None
/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bgarens.wordpress.com,/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bgarens.wordpress.com/2010/08/11/terror-babies-wtf/index.html,0,False,None,,,None,1,True,'2010/08/11',0,False,None,0,True,None,,,None
/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bgarens.wordpress.com,/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bgarens.wordpress.com/2010/08/08/another-anti-union-racist-rant-from-glenn-beck-shocking-i-know/index.html,0,False,None,,,None,1,True,'2010/08/08',0,False,None,0,True,None,,,None
/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bgarens.wordpress.com,/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bgarens.wordpress.com/2010/08/01/reagans-budget-director-blasts-the-gop-on-tax-cuts/index.html,0,False,None,,,None,1,True,'2010/08/01',0,False,None,0,True,None,,,None
/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bgarens.wordpress.com,/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bgarens.wordpress.com/2010/08/30/what-did-beck-accomplish/index.html,0,False,None,,,None,1,True,'2010/08/30',0,False,None,0,True,None,,,None
/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bgarens.wordpress.com,/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bgarens.wordpress.com/2010/08/25/still-in-our-hearts/index.html,0,False,None,,,None,1,True,'2010/08/25',0,False,None,0,True,None,,,None
/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bgarens.wordpress.com,/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bgarens.wordpress.com/2010/08/03/this-is-why-im-proud-to-be-a-new-yorker/index.html,0,False,None,,,None,1,True,'2010/08/03',0,False,None,0,True,None,,,None
/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bgarens.wordpress.com,/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bgarens.wordpress.com/2010/08/03/i-love-this-idea/index.html,0,False,None,,,None,1,True,'2010/08/03',0,False,None,0,True,None,,,None
/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bgarens.wordpress.com,/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bgarens.wordpress.com/2010/08/26/you-owe-us-an-apology-big-time/index.html,0,False,None,,,None,1,True,'2010/08/26',0,False,None,0,True,None,,,None
/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bgarens.wordpress.com,/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bgarens.wordpress.com/2010/08/09/patricia-neal-1926-2010/index.html,0,False,None,,,None,1,True,'2010/08/09',0,False,None,0,True,None,,,None
/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bgarens.wordpress.com,/scratch/unmirrored1/agong/blog_crawl_2012_01/mirrors/bgarens.wordpress.com/2010/08/06/the-rights-double-standard/index.html,0,False,None,,,None,1,True,'2010/08/06',0,False,None,0,True,None,,,None
